run,nom_rank,gene,modality,confidence,reason
11,7,KIF18A,inhibit,medium,Mitotic kinesin with emerging selective clinical inhibitors and very high dependency/tumor-enrichment; attractive despite common-essential flag because chromosomally-unstable tumors show heightened reliance.
11,8,VRK1,inhibit,medium,High and selective dependency serine/threonine kinase (paralog-lethal in some contexts) that is enzymatically approachable even though no clinical inhibitor exists yet.
11,9,PTPN11,inhibit,medium,SHP2 is a well-validated druggable phosphatase with clinical allosteric inhibitors sitting downstream of RTK signaling that dominates GBM; window and CNS penetration are the open questions.
11,10,FGFR1,inhibit,low,"Bona fide GBM RTK driver with fully tractable chemistry, nominated with reservation because CNS-safety risk and low therapeutic window constrain dosing."
11,11,ELAVL1,inhibit,low,"HuR RNA-binding oncoprotein with tumor-enriched dependency and nascent small-molecule disruptors of its RNA interaction, a plausible if unproven modality."
11,12,WDR77,degrade,low,PRMT5 cofactor whose SL with CDKN2A/MTAP loss is highly relevant to GBM; degradation of the scaffold is more realistic than orthosteric inhibition.
11,13,KIF2C,degrade,low,"Top composite with strong tumor enrichment and window, but as a mitotic kinesin lacking any inhibitor MoA the near-term path is likely targeted degradation rather than active-site inhibition."
11,14,E2F3,degrade,low,"Transcription-factor dependency with a clean RB1 synthetic-lethal logic; not directly druggable, so a degrader or upstream-CDK approach is the realistic modality."
11,15,GPX4,inhibit,low,"Very high dependency and a ferroptosis-induction rationale attractive in therapy-resistant GBM, but nominated at low confidence given a poor therapeutic window and CNS risk."
12,1,PDGFRA,inhibit,high,"Recurrent GBM amplification/activating driver with a tractable kinase pocket and approved-drug chemistry, offering the cleanest tumor-specific target here."
12,2,MET,inhibit,high,Validated RTK driver in a mesenchymal/EGFRvIII-escape GBM subset with excellent selectivity and existing approved kinase inhibitors.
12,3,CDK2,inhibit,medium,Strong dependency with fully tractable ATP-site chemistry and RB1 synthetic-lethal rationale; low selectivity is manageable with newer selective CDK2 inhibitors.
12,4,VRK1,inhibit,medium,"High, relatively selective dependency serine/threonine kinase with an addressable active site and emerging paralog-lethality interest, though GBM chemistry is early."
12,5,PTK2,inhibit,medium,FAK is a druggable kinase with clinical inhibitors and strong dependency plus CDKN2A/B synthetic-lethality; deprioritized only slightly by TME-dominated signal and CNS-safety flags.
12,6,TEAD1,inhibit,medium,"Hippo/YAP effector with a bona fide druggable palmitate pocket and clinical-stage TEAD inhibitors, giving a real small-molecule MoA despite modest dependency."
12,7,CDK7,inhibit,medium,Transcriptional CDK with covalent clinical inhibitors and PTEN synthetic-lethality; usable given a therapeutic-window strategy despite common-essential status.
12,8,KIF18A,inhibit,medium,Mitotic kinesin now validated as small-molecule tractable (KIF18A inhibitors in the clinic) with very high dependency and strong therapeutic window.
12,9,PTPN11,inhibit,medium,"SHP2 is a well-validated allosteric small-molecule target central to RTK/RAS signaling downstream of GBM drivers, fully tractable despite modest tumor enrichment."
12,10,EGLN1,unknown,low,"PHD2 is an enzyme with approved-drug chemistry, but directionality in GBM is uncertain since inhibition stabilizes HIF and may aid tumor adaptation—include cautiously as a probe target."
12,11,ELAVL1,inhibit,low,"HuR is a tumor-enriched, selective RNA-binding dependency with growing small-molecule/disruptor chemistry, an attractive novel MoA if tractability improves."
12,12,KIF2C,inhibit,low,"Top-composite mitotic kinesin with excellent window/enrichment and CDKN2A/B synthetic-lethality, but no established inhibitor MoA keeps confidence guarded."
12,13,KIF18B,inhibit,low,"Highly tumor-specific mitotic kinesin with outstanding therapeutic window and CDKN2A/B SL, plausibly druggable by analogy to KIF18A but chemistry is unproven."
12,14,E2F3,inhibit,low,"RB1-synthetic-lethal transcription factor with good selectivity, worth pursuing via indirect (CDK/complex) small-molecule strategies rather than direct TF inhibition."
12,15,GPX4,inhibit,low,Ferroptosis lynchpin with very high dependency and mesenchymal-GBM relevance; small-molecule inhibitors exist but the near-zero window and CNS-safety flag demand caution.
13,1,PDGFRA,inhibit,high,"Recurrent GBM amplification/activating driver with a validated kinase active site and approved small-molecule inhibitors, top-tier selectivity and tumor specificity."
13,2,MET,inhibit,high,"Bona fide RTK driver in a GBM subset with excellent selectivity and clinically available inhibitors, though CNS penetration is the practical constraint."
13,3,CDK2,inhibit,high,"Strong dependency with tumor enrichment and RB1-context synthetic lethality, fully tractable with maturing selective CDK2 inhibitors despite pan-essential caution."
13,4,KIF18A,inhibit,medium,Genetically validated mitotic-kinesin dependency with a real emerging inhibitor MoA (chromosomally-unstable tumors) and a wide therapeutic window.
13,5,TEAD1,inhibit,medium,Druggable lipid pocket with clinical-stage palmitoylation inhibitors makes this Hippo/YAP effector a genuinely tractable transcriptional target.
13,6,CDK7,inhibit,medium,"Transcriptional CDK with PTEN-context synthetic lethality and clinical covalent inhibitors available, offset by common-essentiality/window risk."
13,7,ITGAV,inhibit,medium,"High dependency integrin with established small-molecule/antibody chemistry, but low tumor specificity and TME-dominated signal temper enthusiasm."
13,8,PTK2,inhibit,medium,"FAK is fully tractable with clinical inhibitors and shows CDKN2A/B synthetic lethality, though poor tumor specificity limits the window."
13,9,EGLN1,inhibit,low,PHD2 is enzymatically druggable with approved chemistry; directionality (inhibition stabilizing HIF) is uncertain in GBM so requires validation.
13,10,VRK1,inhibit,medium,"Strong, selective non-oncogene dependency (notably in low-VRK2 contexts) and a druggable kinase fold, but currently lacks a mature inhibitor MoA."
13,11,KIF2C,inhibit,low,"Top composite from tumor enrichment/window and CDKN2A/B synthetic lethality, but as a kinesin it needs de novo inhibitor discovery."
13,12,KIF18B,inhibit,low,Mitotic kinesin with excellent window and tumor specificity; tractable in principle by analogy to KIF18A but no existing chemistry.
13,13,ELAVL1,inhibit,low,HuR RNA-binding hub over-expressed in GBM with high tumor enrichment; RNA-binding-pocket small molecules exist but tractability remains unproven.
13,14,CDC25B,inhibit,low,"Druggable phosphatase with high selectivity/specificity feeding cell-cycle entry, but historically poor inhibitor quality and a narrow window."
13,15,E2F3,inhibit,low,RB1-context synthetic-lethal transcription factor with good selectivity; mechanistically compelling but classically undruggable as a direct target.
14,1,PDGFRA,inhibit,high,"GBM-defining receptor tyrosine kinase amplification with top-tier selectivity, tumor specificity, and full small-molecule tractability via approved kinase inhibitors."
14,2,MET,inhibit,high,"Validated GBM RTK driver with the highest selectivity score, strong tumor specificity, and clinically available inhibitors offering a clear CNS-relevant chemotype path."
14,3,CDK2,inhibit,medium,Highly tractable kinase with strong dependency and RB1-context synthetic lethality; low selectivity/common-essential flag is manageable with modern selective/CDK2-CDK4 combination inhibitors.
14,4,KIF2C,inhibit,medium,"Top composite with excellent tumor enrichment and therapeutic window plus CDKN2A/B synthetic lethality, though the kinesin motor lacks a proven inhibitor pocket so is a discovery-stage target."
14,5,ITGB5,inhibit,medium,"Novel integrin with solid dependency, dual CDKN2B/NF1 synthetic lethality and good tumor enrichment; integrin extracellular/adhesion interfaces are addressable though small-molecule MoA is unproven."
14,6,TEAD1,inhibit,medium,Hippo-YAP effector with an established druggable auto-palmitoylation lipid pocket (clinical TEAD inhibitors exist) and good selectivity/tumor enrichment despite modest raw dependency.
14,7,CDK7,inhibit,medium,Transcriptional CDK with mature covalent inhibitor chemistry and PTEN-context synthetic lethality; a real druggable target though common-essentiality demands a careful therapeutic window.
14,8,VRK1,inhibit,medium,"Strong pan-cancer dependency serine/threonine kinase with an enzymatic active site making it inhibitor-tractable, offering a novel GBM angle despite no current chemical probe."
14,9,KIF18A,inhibit,medium,"Excellent dependency, tumor enrichment and window, and unlike most kinesins it has an emerging validated allosteric inhibitor class (chromosomal-instability targeting) making the MoA credible."
14,10,ELAVL1,inhibit,low,"HuR RNA-binding oncogene with strong tumor enrichment/specificity in GBM and precedent small-molecule RNA-binding disruptors, warranting exploratory targeting."
14,11,EGLN1,inhibit,low,PHD2 prolyl hydroxylase with clinically approved active-site inhibitors; enzymatically very tractable though the hypoxia-axis directionality in GBM needs mechanistic care.
14,12,E2F3,inhibit,low,RB1-synthetic-lethal transcription factor with good selectivity and tumor enrichment; a compelling biology-driven target that is hard but not impossible to drug via complex disruption.
14,13,WDR77,inhibit,low,"PRMT5-cofactor (MEP50) with CDKN2A/B synthetic lethality and high tumor specificity, addressable through the well-precedented PRMT5 methyltransferase axis especially in MTAP-context tumors."
14,14,FGFR1,inhibit,low,"Bona fide GBM kinase driver with high selectivity/tumor specificity and approved inhibitors, but the low window and CNS-safety flag cap it as a conditional, biomarker-selected option."
14,15,PTPN11,inhibit,low,"SHP2 phosphatase with validated allosteric drug-like chemistry sitting downstream of GBM RTK signaling, though common-essentiality, poor window and CNS-safety risk make it a cautious pick."
15,1,PDGFRA,inhibit,high,"Validated GBM oncogenic driver (amplified/mutated in classical GBM) with a druggable kinase active site, top-tier tumor specificity and tractability, and approved-drug precedent."
15,2,MET,inhibit,high,"Recurrent GBM driver in a druggable receptor tyrosine kinase with excellent selectivity and tractability plus clinical-grade inhibitors, though CNS penetration must be engineered."
15,3,CDK2,inhibit,medium,"Strong dependency with RB1-loss synthetic lethality and mature selective-inhibitor chemistry, but selectivity vs pan-essential CDKs is the key liability to manage."
15,4,KIF18A,inhibit,medium,"Mitotic kinesin with a genuine chromosomally-unstable-tumor therapeutic window and emerging clinical-stage inhibitors, offering a real small-molecule MoA despite the 'novel' tag."
15,5,TEAD1,inhibit,medium,"Druggable Hippo/YAP effector with an established palmitate-pocket inhibitor MoA and clinical compounds, well-suited to mesenchymal GBM biology."
15,6,KIF2C,inhibit,medium,"Top composite with outstanding tumor enrichment and window and CDKN2A/B synthetic lethality, but as a kinesin it lacks a validated small-molecule pocket so tractability is the risk."
15,7,VRK1,inhibit,medium,High-dependency serine/threonine kinase (paralog-lethal in VRK2-low tumors common in GBM) that is a tractable enzyme with an achievable inhibitor MoA.
15,8,CDK7,inhibit,medium,"Fully tractable transcriptional CDK with clinical covalent inhibitors and PTEN-loss synthetic lethality, tempered by its common-essential nature narrowing the window."
